Province;Name;ID;Date;TemperatureMax;TemperatureMin;TemperatureMean;Direction;Racha;Sun;PresMaxima;PresMinima
MADRID;MADRID AEROPUERTO;3129;2017-06-19;35,5;23,2;29,4;99;13,3;6,2;954,7;947,5
MADRID;MADRID AEROPUERTO;3129;2017-06-20;34,0;20,8;27,4;34;15,0;5,8;953,6;949,2
MADRID;MADRID AEROPUERTO;3129;2017-06-21;36,8;18,6;27,7;24;10,3;11,2;951,3;947,4
MADRID;MADRID AEROPUERTO;3129;2017-06-22;37,7;20,8;29,2;26;10,8;12,7;951,9;949,2
MADRID;MADRID AEROPUERTO;3129;2017-06-23;36,3;21,1;28,7;22;16,1;14,1;954,5;951,2
MADRID;MADRID AEROPUERTO;3129;2017-06-24;36,1;17,5;26,8;20;17,5;12,3;953,6;948,3
MADRID;MADRID AEROPUERTO;3129;2017-06-25;35,2;18,6;26,9;15;18,1;2,4;949,9;944,7
MADRID;MADRID AEROPUERTO;3129;2017-06-26;31,0;17,1;24,0;23;16,1;12,7;947,3;943,5
MADRID;MADRID AEROPUERTO;3129;2017-06-27;29,2;15,3;22,2;21;18,1;6,9;944,8;942,0
MADRID;MADRID AEROPUERTO;3129;2017-06-28;26,8;17,4;22,1;22;21,7;8,9;945,0;941,0
MADRID;MADRID AEROPUERTO;3129;2017-06-29;23,7;13,5;18,6;30;16,4;12,8;947,4;944,0
MADRID;MADRID AEROPUERTO;3129;2017-07-02;31,8;12,0;21,9;04;11,4;14,4;957,8;953,0
MADRID;MADRID AEROPUERTO;3129;2017-07-03;34,4;16,2;25,3;22;9,2;14,3;956,3;950,1
MADRID;MADRID AEROPUERTO;3129;2017-07-04;35,1;16,7;25,9;18;16,1;14,2;952,1;946,0
MADRID;MADRID AEROPUERTO;3129;2017-07-05;35,7;20,7;28,2;99;13,9;13,3;950,4;944,3
MADRID;MADRID AEROPUERTO;3129;2017-07-06;22,6;15,3;19,0;23;13,3;0,2;952,9;948,3
MADRID;MADRID AEROPUERTO;3129;2017-07-07;25,9;14,3;20,1;19;40,8;2,6;951,4;947,0
MADRID;MADRID AEROPUERTO;3129;2017-07-08;24,5;15,2;19,8;34;14,4;5,2;950,2;947,9
MADRID;MADRID AEROPUERTO;3129;2017-07-09;31,8;15,2;23,5;99;11,4;13,7;949,4;945,3
MADRID;MADRID AEROPUERTO;3129;2017-07-10;32,7;17,3;25,0;99;13,9;13,8;947,4;944,7
MADRID;MADRID AEROPUERTO;3129;2017-07-11;34,7;15,2;25,0;23;16,1;14,0;949,9;946,7
MADRID;MADRID AEROPUERTO;3129;2017-07-12;37,6;17,2;27,4;21;13,9;14,0;952,2;949,6
MADRID;MADRID AEROPUERTO;3129;2017-07-13;41,1;19,3;30,2;25;16,9;12,8;952,6;947,8
MADRID;MADRID AEROPUERTO;3129;2017-07-14;40,6;21,6;31,1;21;15,3;12,6;950,2;946,5
MADRID;MADRID AEROPUERTO;3129;2017-07-15;37,1;20,4;28,8;22;11,4;13,0;951,2;947,5
MADRID;MADRID AEROPUERTO;3129;2017-07-16;37,3;21,0;29,2;20;12,8;13,5;952,3;948,2
MADRID;MADRID AEROPUERTO;3129;2017-07-17;36,6;21,3;29,0;21;13,9;8,1;950,9;946,5
MADRID;MADRID AEROPUERTO;3129;2017-07-18;37,4;21,3;29,4;13;16,9;10,5;948,4;942,2
MADRID;MADRID AEROPUERTO;3129;2017-07-19;32,9;23,5;28,2;19;16,4;11,1;947,1;944,6
MADRID;MADRID AEROPUERTO;3129;2017-07-20;32,1;17,8;25,0;99;15,0;12,2;947,6;943,2
MADRID;MADRID AEROPUERTO;3129;2017-07-21;31,5;19,2;25,4;23;16,1;13,6;945,3;943,2
MADRID;MADRID AEROPUERTO;3129;2017-07-22;32,9;16,4;24,6;22;13,9;13,3;949,4;945,3
MADRID;MADRID AEROPUERTO;3129;2017-07-23;34,3;15,5;24,9;22;15,0;13,8;951,3;948,6
MADRID;MADRID AEROPUERTO;3129;2017-07-24;32,8;17,2;25,0;05;11,4;13,9;952,3;949,3
MADRID;MADRID AEROPUERTO;3129;2017-07-25;31,9;16,4;24,2;99;11,7;13,9;952,1;946,4
MADRID;MADRID AEROPUERTO;3129;2017-07-26;33,9;16,3;25,1;24;9,7;13,7;950,9;946,5
MADRID;MADRID AEROPUERTO;3129;2017-07-27;37,1;17,7;27,4;22;16,9;13,2;949,5;945,1
MADRID;MADRID AEROPUERTO;3129;2017-07-28;37,4;18,1;27,8;99;12,5;13,6;949,9;946,8
MADRID;MADRID AEROPUERTO;3129;2017-07-29;37,4;18,8;28,1;21;12,8;11,8;950,2;946,8
MADRID;MADRID AEROPUERTO;3129;2017-08-02;34,6;17,6;26,1;24;14,4;13,4;951,6;948,8
MADRID;MADRID AEROPUERTO;3129;2017-08-03;36,3;17,7;27,0;23;11,7;13,4;952,5;948,3
MADRID;MADRID AEROPUERTO;3129;2017-08-04;37,9;19,9;28,9;21;12,5;12,7;951,5;946,9
MADRID;MADRID AEROPUERTO;3129;2017-08-05;39,0;22,4;30,7;23;16,4;12,9;949,3;944,6
MADRID;MADRID AEROPUERTO;3129;2017-08-06;36,5;21,0;28,8;23;12,8;13,4;949,5;945,7
MADRID;MADRID AEROPUERTO;3129;2017-08-07;36,6;19,1;27,8;22;18,9;11,6;948,4;943,4
MADRID;MADRID AEROPUERTO;3129;2017-08-08;30,1;16,7;23,4;34;11,7;13,2;948,8;945,4
MADRID;MADRID AEROPUERTO;3129;2017-08-09;29,7;15,1;22,4;99;13,3;8,5;955,1;947,0
MADRID;MADRID AEROPUERTO;3129;2017-08-10;27,8;11,5;19,6;99;10,3;13,1;957,0;953,2
MADRID;MADRID AEROPUERTO;3129;2017-08-11;30,2;12,8;21,5;04;8,9;12,3;956,4;951,6
MADRID;MADRID AEROPUERTO;3129;2017-08-12;32,8;14,3;23,6;04;8,3;12,8;955,5;950,4
MADRID;MADRID AEROPUERTO;3129;2017-08-13;34,2;16,0;25,1;23;9,7;12,6;952,2;947,2
MADRID;MADRID AEROPUERTO;3129;2017-08-14;35,5;17,5;26,5;19;12,8;11,4;950,9;946,4
MADRID;MADRID AEROPUERTO;3129;2017-08-15;34,7;19,7;27,2;23;15,3;9,4;951,4;948,5
MADRID;MADRID AEROPUERTO;3129;2017-08-16;35,3;17,1;26,2;23;10,3;12,3;953,0;949,9
MADRID;MADRID AEROPUERTO;3129;2017-08-17;36,3;20,2;28,2;23;9,7;12,2;953,3;949,0
MADRID;MADRID AEROPUERTO;3129;2017-08-18;37,3;20,0;28,6;19;13,9;11,5;951,3;947,2
MADRID;MADRID AEROPUERTO;3129;2017-08-19;35,7;20,6;28,2;99;9,7;12,4;952,1;948,8
MADRID;MADRID AEROPUERTO;3129;2017-08-20;36,3;19,6;28,0;22;9,2;12,4;954,1;949,7
MADRID;MADRID AEROPUERTO;3129;2017-08-21;36,6;18,9;27,8;25;8,3;12,4;953,4;947,8
MADRID;MADRID AEROPUERTO;3129;2017-08-22;36,8;21,7;29,2;22;11,7;10,7;951,6;946,8
MADRID;MADRID AEROPUERTO;3129;2017-08-23;36,6;20,3;28,4;99;12,8;9,2;950,0;946,3
MADRID;MADRID AEROPUERTO;3129;2017-08-24;36,0;18,8;27,4;21;16,1;11,7;950,1;947,0
MADRID;MADRID AEROPUERTO;3129;2017-08-25;35,0;17,1;26,0;22;16,1;11,0;950,2;946,3
MADRID;MADRID AEROPUERTO;3129;2017-08-26;31,8;17,3;24,6;23;12,5;3,8;949,7;947,8
MADRID;MADRID AEROPUERTO;3129;2017-08-27;28,2;19,9;24,0;99;14,4;2,8;950,9;947,4
MADRID;MADRID AEROPUERTO;3129;2017-08-28;23,1;16,2;19,6;23;18,9;1,5;950,4;947,6
MADRID;MADRID AEROPUERTO;3129;2017-08-29;26,7;14,9;20,8;16;10,3;7,7;948,8;945,2
MADRID;MADRID AEROPUERTO;3129;2017-09-02;28,0;12,2;20,1;05;9,2;10,8;956,8;951,7
MADRID;MADRID AEROPUERTO;3129;2017-09-03;31,9;14,0;23,0;22;13,9;6,1;952,3;945,5
MADRID;MADRID AEROPUERTO;3129;2017-09-04;30,1;15,2;22,6;22;7,8;9,2;952,8;946,5
MADRID;MADRID AEROPUERTO;3129;2017-09-05;31,7;16,0;23,8;23;7,8;8,6;955,6;952,3
MADRID;MADRID AEROPUERTO;3129;2017-09-06;33,4;17,6;25,5;01;9,7;7,0;954,8;949,8
MADRID;MADRID AEROPUERTO;3129;2017-09-07;30,9;17,0;24,0;35;8,9;6,2;952,7;948,5
MADRID;MADRID AEROPUERTO;3129;2017-09-08;31,3;11,9;21,6;21;14,4;5,8;950,3;943,3
MADRID;MADRID AEROPUERTO;3129;2017-09-09;24,7;15,3;20,0;99;13,3;1,6;944,9;941,0
MADRID;MADRID AEROPUERTO;3129;2017-09-10;24,8;10,7;17,8;25;9,7;5,2;948,9;944,8
MADRID;MADRID AEROPUERTO;3129;2017-09-11;30,6;11,0;20,8;26;13,3;5,6;948,4;945,2
MADRID;MADRID AEROPUERTO;3129;2017-09-12;27,5;16,1;21,8;99;7,2;3,2;954,3;947,6
MADRID;MADRID AEROPUERTO;3129;2017-09-13;31,0;12,4;21,7;25;9,7;5,3;956,4;951,2
MADRID;MADRID AEROPUERTO;3129;2017-09-14;30,3;12,8;21,6;99;11,7;4,8;952,1;947,1
MADRID;MADRID AEROPUERTO;3129;2017-09-15;22,6;13,3;18,0;99;12,5;2,8;948,0;944,9
MADRID;MADRID AEROPUERTO;3129;2017-09-16;21,6;9,3;15,4;27;15,0;2,0;950,2;946,6
MADRID;MADRID AEROPUERTO;3129;2017-09-17;25,1;5,9;15,5;99;15,3;4,3;952,0;948,5
MADRID;MADRID AEROPUERTO;3129;2017-09-18;23,9;8,1;16,0;28;14,4;4,7;954,3;949,3
MADRID;MADRID AEROPUERTO;3129;2017-09-19;26,4;8,5;17,4;22;9,2;4,2;956,0;952,3
MADRID;MADRID AEROPUERTO;3129;2017-09-20;28,2;8,2;18,2;99;8,9;3,9;954,3;949,3
MADRID;MADRID AEROPUERTO;3129;2017-09-21;29,4;9,8;19,6;19;11,7;3,2;950,9;947,6
MADRID;MADRID AEROPUERTO;3129;2017-09-22;28,1;14,9;21,5;05;8,3;7,4;953,2;949,2
MADRID;MADRID AEROPUERTO;3129;2017-09-23;28,5;12,3;20,4;23;8,3;10,9;953,8;950,8
MADRID;MADRID AEROPUERTO;3129;2017-09-24;29,6;11,5;20,6;21;16,1;10,9;954,8;951,5
MADRID;MADRID AEROPUERTO;3129;2017-09-25;28,5;11,8;20,2;23;10,3;11,2;953,3;950,2
MADRID;MADRID AEROPUERTO;3129;2017-09-26;26,6;12,3;19,4;22;7,2;11,1;953,9;950,6
MADRID;MADRID AEROPUERTO;3129;2017-09-27;27,2;11,0;19,1;99;8,3;8,8;955,0;952,0
MADRID;MADRID AEROPUERTO;3129;2017-09-28;28,7;10,7;19,7;22;9,2;10,8;957,6;953,8
MADRID;MADRID AEROPUERTO;3129;2017-09-29;29,4;12,3;20,8;99;7,2;10,3;956,4;952,3
MADRID;MADRID AEROPUERTO;3129;2017-10-02;29,6;12,8;21,2;19;7,2;8,0;957,6;954,0
MADRID;MADRID AEROPUERTO;3129;2017-10-03;30,7;13,1;21,9;24;9,2;10,8;955,7;951,2
MADRID;MADRID AEROPUERTO;3129;2017-10-04;30,3;14,3;22,3;10;6,1;10,5;956,8;953,8
MADRID;MADRID AEROPUERTO;3129;2017-10-05;31,1;12,8;22,0;21;8,3;10,7;956,8;951,8
MADRID;MADRID AEROPUERTO;3129;2017-10-06;30,3;13,0;21,6;03;10,8;10,8;954,2;950,8
MADRID;MADRID AEROPUERTO;3129;2017-10-07;26,8;9,0;17,9;99;7,8;10,7;955,2;951,7
MADRID;MADRID AEROPUERTO;3129;2017-10-08;28,1;8,9;18,5;21;8,3;10,6;954,8;950,9
MADRID;MADRID AEROPUERTO;3129;2017-10-09;28,5;6,4;17,4;18;8,3;10,6;954,2;950,6
MADRID;MADRID AEROPUERTO;3129;2017-10-10;28,4;7,2;17,8;99;7,2;10,5;954,4;951,1
MADRID;MADRID AEROPUERTO;3129;2017-10-11;28,0;7,4;17,7;99;9,2;10,1;956,5;953,6
MADRID;MADRID AEROPUERTO;3129;2017-10-12;29,5;8,8;19,2;99;5,8;9,3;959,2;956,0
MADRID;MADRID AEROPUERTO;3129;2017-10-13;29,0;10,3;19,6;22;14,4;10,3;958,8;955,2
MADRID;MADRID AEROPUERTO;3129;2017-10-14;28,9;9,1;19,0;21;8,9;10,0;958,7;955,5
MADRID;MADRID AEROPUERTO;3129;2017-10-15;29,4;12,8;21,1;17;7,8;9,8;959,4;954,5
MADRID;MADRID AEROPUERTO;3129;2017-10-16;26,9;11,5;19,2;22;7,2;10,0;958,9;954,7
MADRID;MADRID AEROPUERTO;3129;2017-10-17;21,3;10,1;15,7;21;13,9;0,0;955,6;948,9
MADRID;MADRID AEROPUERTO;3129;2017-10-18;14,7;8,5;11,6;19;16,1;0,1;948,9;942,9
MADRID;MADRID AEROPUERTO;3129;2017-10-19;19,0;7,2;13,1;22;12,5;7,3;949,9;944,2
MADRID;MADRID AEROPUERTO;3129;2017-10-20;21,1;9,8;15,4;17;13,9;9,6;955,0;949,7
MADRID;MADRID AEROPUERTO;3129;2017-10-21;22,9;12,0;17,4;22;10,8;4,3;958,1;954,1
MADRID;MADRID AEROPUERTO;3129;2017-10-22;19,8;8,2;14,0;99;5,8;9,6;959,8;956,7
MADRID;MADRID AEROPUERTO;3129;2017-10-23;23,3;5,2;14,2;22;6,7;10,0;959,7;956,4
MADRID;MADRID AEROPUERTO;3129;2017-10-24;25,8;6,4;16,1;22;5,8;9,8;958,6;955,1
MADRID;MADRID AEROPUERTO;3129;2017-10-25;27,1;6,9;17,0;27;6,1;9,8;958,4;955,5
MADRID;MADRID AEROPUERTO;3129;2017-10-26;27,3;7,5;17,4;99;5,0;9,8;961,4;958,3
MADRID;MADRID AEROPUERTO;3129;2017-10-27;28,4;6,9;17,6;35;12,8;9,7;961,9;958,3
MADRID;MADRID AEROPUERTO;3129;2017-10-28;23,8;8,3;16,0;99;6,7;9,8;959,1;955,0
MADRID;MADRID AEROPUERTO;3129;2017-10-29;24,1;5,1;14,6;08;8,3;9,8;956,5;951,5
MADRID;MADRID AEROPUERTO;3129;2017-11-02;20,0;9,9;15,0;20;11,7;1,5;952,5;948,1
MADRID;MADRID AEROPUERTO;3129;2017-11-03;19,7;10,6;15,2;22;16,1;5,1;948,2;944,6
MADRID;MADRID AEROPUERTO;3129;2017-11-04;16,6;10,4;13,5;20;12,8;3,8;949,5;943,6
MADRID;MADRID AEROPUERTO;3129;2017-11-05;15,4;8,6;12,0;35;13,9;8,2;956,7;949,5
MADRID;MADRID AEROPUERTO;3129;2017-11-06;14,9;6,2;10,6;01;12,5;9,5;956,9;953,0
MADRID;MADRID AEROPUERTO;3129;2017-11-07;16,8;0,7;8,8;18;8,3;9,5;953,4;950,3
MADRID;MADRID AEROPUERTO;3129;2017-11-08;14,7;2,4;8,6;35;13,9;8,6;957,7;952,9
MADRID;MADRID AEROPUERTO;3129;2017-11-09;12,8;1,5;7,2;01;12,8;8,4;959,6;956,6
MADRID;MADRID AEROPUERTO;3129;2017-11-10;17,3;0,7;9,0;35;13,9;8,6;960,9;959,0
MADRID;MADRID AEROPUERTO;3129;2017-11-11;19,5;2,4;11,0;24;7,8;9,2;960,7;956,9
MADRID;MADRID AEROPUERTO;3129;2017-11-12;19,4;1,0;10,2;99;7,2;9,2;956,9;951,4
MADRID;MADRID AEROPUERTO;3129;2017-11-13;14,1;3,3;8,7;36;16,4;9,2;954,0;950,8
MADRID;MADRID AEROPUERTO;3129;2017-11-14;16,3;-0,2;8,0;22;7,2;9,0;953,5;949,7
MADRID;MADRID AEROPUERTO;3129;2017-11-15;15,6;-0,7;7,4;20;6,7;8,3;953,6;950,3
MADRID;MADRID AEROPUERTO;3129;2017-11-16;20,3;-1,2;9,6;23;5,8;9,0;953,7;950,8
MADRID;MADRID AEROPUERTO;3129;2017-11-17;19,5;0,9;10,2;23;5,8;8,1;954,0;950,8
MADRID;MADRID AEROPUERTO;3129;2017-11-18;20,9;1,9;11,4;21;6,7;8,9;953,5;950,5
MADRID;MADRID AEROPUERTO;3129;2017-11-19;18,7;-0,3;9,2;99;5,8;8,9;955,6;952,8
MADRID;MADRID AEROPUERTO;3129;2017-11-20;17,5;-0,9;8,3;19;7,8;8,8;957,0;953,9
MADRID;MADRID AEROPUERTO;3129;2017-11-21;18,2;-1,1;8,6;99;6,1;8,7;956,1;952,0
MADRID;MADRID AEROPUERTO;3129;2017-11-22;17,7;-1,3;8,2;21;6,7;7,9;952,3;946,7
MADRID;MADRID AEROPUERTO;3129;2017-11-23;17,6;3,8;10,7;21;9,2;4,3;952,8;948,0
MADRID;MADRID AEROPUERTO;3129;2017-11-24;17,9;6,8;12,4;25;12,5;1,4;953,7;951,2
MADRID;MADRID AEROPUERTO;3129;2017-11-25;16,5;4,8;10,6;05;9,2;0,9;958,1;951,3
MADRID;MADRID AEROPUERTO;3129;2017-11-26;13,1;-0,3;6,4;04;8,3;8,5;962,4;958,1
MADRID;MADRID AEROPUERTO;3129;2017-11-27;11,7;-3,5;4,1;25;7,2;6,4;961,7;955,5
MADRID;MADRID AEROPUERTO;3129;2017-11-28;8,8;-1,7;3,6;21;8,3;0,2;955,5;942,9
MADRID;MADRID AEROPUERTO;3129;2017-11-29;12,2;1,4;6,8;36;12,8;8,3;944,5;939,3
MADRID;MADRID AEROPUERTO;3129;2017-12-02;7,3;-2,8;2,2;36;12,5;2,2;956,4;953,5
MADRID;MADRID AEROPUERTO;3129;2017-12-03;10,3;-1,6;4,4;35;9,2;8,5;962,6;955,7
MADRID;MADRID AEROPUERTO;3129;2017-12-04;11,6;-4,5;3,6;30;5,8;8,5;966,5;962,3
MADRID;MADRID AEROPUERTO;3129;2017-12-05;13,0;-4,3;4,4;99;6,7;8,5;967,1;964,3
MADRID;MADRID AEROPUERTO;3129;2017-12-06;12,0;-5,6;3,2;20;7,2;8,3;965,7;962,3
MADRID;MADRID AEROPUERTO;3129;2017-12-07;10,7;-3,2;3,8;21;6,7;5,1;963,9;960,4
MADRID;MADRID AEROPUERTO;3129;2017-12-08;10,5;0,2;5,4;22;5,0;2,4;961,3;956,4
MADRID;MADRID AEROPUERTO;3129;2017-12-09;14,1;2,4;8,2;23;9,2;1,4;957,1;953,6
MADRID;MADRID AEROPUERTO;3129;2017-12-10;13,0;9,7;11,4;20;20,0;0,0;953,8;928,5
MADRID;MADRID AEROPUERTO;3129;2017-12-11;11,1;3,4;7,2;21;18,1;3,4;940,5;924,6
MADRID;MADRID AEROPUERTO;3129;2017-12-12;10,4;-0,6;4,9;36;11,4;8,5;956,6;940,5
MADRID;MADRID AEROPUERTO;3129;2017-12-13;10,3;-2,5;3,9;99;10,3;5,3;959,8;956,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-02;16,8;7,6;12,2;10;7,2;5,1;1024,0;1020,2
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-03;19,8;6,9;13,4;29;6,7;6,5;1026,6;1023,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-04;21,2;8,9;15,0;27;12,8;7,5;1026,5;1023,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-05;20,9;10,0;15,4;29;12,8;8,6;1023,7;1019,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-06;17,6;9,2;13,4;09;8,9;5,6;1028,2;1023,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-07;16,8;11,3;14,0;10;9,7;7,3;1029,5;1027,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-08;16,5;7,3;11,9;04;6,1;8,1;1029,0;1024,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-09;16,2;4,5;10,4;13;7,2;8,4;1026,3;1023,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-10;18,1;5,4;11,8;29;13,3;1,8;1023,8;1015,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-11;21,6;10,8;16,2;29;16,1;8,3;1027,5;1016,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-12;18,6;6,7;12,6;29;10,8;8,4;1028,6;1022,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-13;17,5;11,0;14,2;29;16,1;8,4;1022,9;1019,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-14;16,6;8,9;12,8;99;10,8;7,2;1026,9;1021,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-15;17,2;4,4;10,8;29;9,7;8,4;1028,5;1024,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-16;19,2;9,3;14,2;30;13,9;8,5;1026,0;1019,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-17;19,4;11,0;15,2;29;15,3;8,4;1019,7;1014,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-18;12,2;2,9;7,6;29;12,8;0,1;1017,3;1014,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-19;9,6;3,7;6,6;26;14,4;0,5;1015,8;1010,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-20;13,5;5,9;9,7;26;11,7;6,5;1017,0;1010,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-21;14,7;6,6;10,6;28;14,4;7,7;1016,6;1013,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-22;17,4;8,1;12,8;29;13,9;8,4;1018,1;1015,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-23;17,1;5,2;11,2;30;11,7;8,5;1021,2;1016,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-24;17,8;6,2;12,0;29;12,5;8,5;1023,8;1020,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-25;18,9;9,3;14,1;26;13,3;8,6;1022,9;1018,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-26;16,2;6,6;11,4;13;10,3;4,4;1019,3;1012,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-27;16,4;9,8;13,1;30;12,8;5,5;1020,7;1011,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-28;17,1;9,3;13,2;28;11,4;8,9;1026,3;1020,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-01-29;17,3;7,6;12,4;29;10,3;8,5;1026,8;1024,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-02;17,2;8,8;13,0;19;9,2;3,6;1022,0;1017,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-03;20,9;8,3;14,6;20;9,2;6,7;1023,7;1020,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-04;21,0;9,8;15,4;20;7,8;8,1;1024,0;1020,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-05;19,7;12,3;16,0;29;18,6;8,8;1029,2;1019,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-06;21,3;10,4;15,8;29;15,3;8,8;1029,8;1026,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-07;22,3;13,9;18,1;99;13,3;7,8;1026,5;1022,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-08;20,7;11,5;16,1;28;15,3;8,9;1024,8;1022,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-09;16,8;5,2;11,0;29;11,7;6,1;1024,5;1014,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-10;11,1;8,2;9,6;27;10,3;0,1;1015,0;1010,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-11;15,8;9,5;12,6;14;12,5;3,6;1010,7;1002,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-12;16,3;12,3;14,3;09;12,8;2,4;1002,7;997,2
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-13;18,0;9,9;14,0;22;18,9;6,3;1018,7;998,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-14;18,7;6,8;12,8;99;6,7;9,7;1025,4;1018,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-15;18,8;7,3;13,0;16;8,3;9,3;1028,9;1025,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-16;17,5;9,6;13,6;11;11,7;7,2;1030,2;1028,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-17;17,4;11,9;14,6;99;8,3;8,0;1028,5;1024,9
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-18;17,6;8,3;13,0;18;8,3;8,6;1025,5;1017,5
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-19;14,9;11,6;13,2;11;18,1;0,0;1021,1;1016,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-20;17,8;11,4;14,6;26;9,2;6,2;1020,7;1017,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-21;17,7;9,9;13,8;12;10,3;8,8;1019,0;1016,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-22;20,3;9,6;15,0;18;9,2;7,9;1018,2;1011,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-23;16,5;12,1;14,3;26;9,7;0,5;1012,9;1010,2
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-24;21,3;13,7;17,5;29;12,8;9,2;1016,5;1011,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-25;20,7;14,6;17,6;29;10,8;9,5;1021,2;1016,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-26;18,9;10,5;14,7;28;9,7;9,1;1023,1;1019,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-27;19,4;12,0;15,7;29;15,0;9,1;1019,7;1016,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-02-28;19,1;11,4;15,2;29;17,5;10,3;1018,9;1016,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-01;19,8;11,2;15,5;29;15,0;10,1;1021,1;1017,7
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-02;18,4;7,4;12,9;29;7,2;10,4;1020,9;1016,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-03;16,4;9,1;12,8;27;16,4;5,0;1016,4;1007,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-04;16,9;8,9;12,9;22;18,1;3,1;1016,1;1008,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-05;20,8;11,7;16,2;30;12,5;9,0;1024,6;1016,0
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-06;22,7;15,9;19,3;29;17,5;10,5;1025,2;1022,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-07;27,9;13,7;20,8;28;13,9;10,8;1025,8;1020,8
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-08;23,3;11,4;17,4;99;10,8;11,0;1027,4;1022,3
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-09;22,2;9,5;15,8;29;8,3;10,9;1027,6;1023,6
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-10;26,7;9,1;17,9;99;7,8;11,0;1023,8;1018,4
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-11;27,9;12,7;20,3;28;9,7;10,1;1019,5;1015,2
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-12;25,3;15,7;20,5;29;18,1;9,3;1016,7;1013,1
MALAGA;MÁLAGA AEROPUERTO;6155A;2017-03-13;15,9;10,4;13,2;32;18,1;6,6;1018,0;1014,1
