Province;Name;ID;Date;TemperatureMax;TemperatureMin;TemperatureMean;Direction;Racha;Sun;PresMaxima;PresMinima
GRANADA;GRANADA AEROPUERTO;5530E;2017-09-20;31,5;9,8;20,6;28;9,2;11,5;955,5;951,4
GRANADA;GRANADA AEROPUERTO;5530E;2017-09-21;31,7;10,2;21,0;25;7,2;10,6;952,8;949,3
GRANADA;GRANADA AEROPUERTO;5530E;2017-09-22;31,8;10,4;21,1;17;9,2;11,2;953,7;950,0
GRANADA;GRANADA AEROPUERTO;5530E;2017-09-23;31,3;14,3;22,8;17;7,2;10,2;955,5;951,7
GRANADA;GRANADA AEROPUERTO;5530E;2017-09-24;32,9;12,5;22,7;18;10,8;11,4;956,5;953,3
GRANADA;GRANADA AEROPUERTO;5530E;2017-09-25;32,9;11,1;22,0;27;10,3;11,5;956,4;952,5
GRANADA;GRANADA AEROPUERTO;5530E;2017-09-26;31,8;10,4;21,1;99;9,2;11,2;954,6;950,9
GRANADA;GRANADA AEROPUERTO;5530E;2017-09-27;25,9;12,0;19,0;99;5,8;3,0;956,3;953,9
GRANADA;GRANADA AEROPUERTO;5530E;2017-09-28;29,4;16,4;22,9;99;5,8;3,0;957,4;954,7
GRANADA;GRANADA AEROPUERTO;5530E;2017-09-29;30,7;12,9;21,8;26;7,8;10,9;957,2;953,0
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-02;32,6;13,7;23,2;19;8,3;10,8;957,0;953,5
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-03;32,3;13,2;22,8;99;7,8;11,1;957,0;952,5
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-04;30,8;14,2;22,5;20;12,8;10,0;958,1;955,6
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-05;32,6;11,5;22,0;18;7,8;11,1;957,9;953,1
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-06;33,4;10,1;21,8;27;9,7;11,1;955,4;950,9
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-07;32,2;10,0;21,1;99;9,7;10,2;955,2;951,5
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-08;31,2;12,2;21,7;29;9,2;10,9;955,6;951,8
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-09;31,9;10,1;21,0;99;7,2;10,8;955,4;951,8
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-10;32,3;9,8;21,0;16;7,2;10,6;956,3;952,6
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-11;33,2;8,1;20,6;99;6,1;10,6;959,2;955,1
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-12;30,9;11,5;21,2;18;6,7;5,2;961,1;958,4
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-13;33,7;11,9;22,8;22;6,7;5,5;961,1;957,9
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-14;33,1;11,9;22,5;32;12,5;5,0;960,1;957,4
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-15;31,7;9,5;20,6;17;13,9;10,5;959,9;956,0
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-16;30,5;7,9;19,2;16;10,8;10,4;959,6;956,0
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-17;23,3;11,1;17,2;16;9,2;0,0;958,3;951,5
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-18;20,1;13,6;16,8;27;15,0;0,4;951,6;946,9
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-19;20,0;11,5;15,8;29;9,2;4,9;953,4;945,7
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-20;24,1;11,7;17,9;99;7,8;10,5;957,7;953,1
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-21;26,3;8,9;17,6;34;6,1;10,3;959,5;955,5
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-22;26,8;10,2;18,5;16;6,7;10,5;959,0;956,1
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-23;27,3;9,4;18,4;18;7,2;10,4;959,4;955,8
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-24;27,5;9,4;18,4;12;6,7;10,4;958,8;955,7
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-25;28,7;7,8;18,2;13;11,4;10,3;960,2;956,4
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-26;29,8;7,1;18,4;36;4,7;10,3;961,3;958,3
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-27;31,2;6,0;18,6;99;3,1;10,3;961,8;957,9
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-28;29,3;5,7;17,5;17;6,7;10,3;958,3;954,3
GRANADA;GRANADA AEROPUERTO;5530E;2017-10-29;26,7;7,6;17,2;24;6,1;10,2;956,8;951,6
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-02;25,7;7,8;16,8;29;8,9;8,7;953,8;950,2
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-03;22,8;9,7;16,2;99;8,9;3,6;950,9;947,1
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-04;19,0;10,5;14,8;99;7,8;2,9;952,7;947,4
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-05;21,6;10,9;16,2;01;8,9;9,3;956,5;952,4
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-06;19,7;5,5;12,6;36;11,4;9,9;956,5;952,0
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-07;20,6;1,4;11,0;99;5,8;9,9;954,7;951,6
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-08;21,5;0,6;11,0;04;8,9;9,8;956,3;952,7
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-09;17,4;5,8;11,6;03;10,3;9,8;959,3;954,4
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-10;16,5;1,9;9,2;03;15,0;9,8;961,9;958,6
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-11;21,6;0,5;11,0;99;7,2;9,8;962,0;957,0
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-12;21,7;0,9;11,3;28;7,8;9,7;957,9;952,3
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-13;21,7;0,9;11,3;02;10,3;9,7;953,6;948,6
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-14;18,9;-0,4;9,2;36;6,1;9,6;953,4;949,7
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-15;20,1;-0,1;10,0;18;4,7;9,6;955,2;951,4
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-16;21,6;-0,2;10,7;21;4,2;9,6;954,8;951,6
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-17;21,7;0,4;11,0;99;5,0;9,5;955,3;951,3
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-18;22,0;0,4;11,2;17;5,8;9,5;954,4;951,4
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-19;23,5;0,8;12,2;99;5,0;9,5;956,8;952,9
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-20;24,4;-0,2;12,1;17;5,0;9,5;958,3;955,1
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-21;23,7;-0,8;11,4;18;4,7;9,4;957,6;953,1
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-22;21,9;-0,8;10,6;99;4,2;8,9;954,0;949,3
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-23;22,6;-0,9;10,8;17;3,6;9,2;956,3;952,1
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-24;24,6;3,4;14,0;22;5,8;9,0;957,1;953,8
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-25;17,9;1,5;9,7;14;5,0;2,3;957,1;954,2
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-26;22,3;5,7;14,0;25;5,0;7,6;961,1;956,6
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-27;20,2;6,4;13,3;23;6,7;5,2;962,0;958,0
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-28;15,6;5,3;10,4;22;4,2;0,0;958,1;945,9
GRANADA;GRANADA AEROPUERTO;5530E;2017-11-29;16,8;7,5;12,2;34;9,7;0,1;946,0;938,9
GRANADA;GRANADA AEROPUERTO;5530E;2017-12-02;11,2;-1,2;5,0;02;11,4;9,1;957,5;954,4
GRANADA;GRANADA AEROPUERTO;5530E;2017-12-03;12,2;-2,2;5,0;04;6,1;9,1;963,3;956,9
GRANADA;GRANADA AEROPUERTO;5530E;2017-12-04;14,4;-4,7;4,8;21;5,8;9,2;966,6;963,0
GRANADA;GRANADA AEROPUERTO;5530E;2017-12-05;15,8;-3,3;6,2;14;4,2;9,2;967,6;964,7
GRANADA;GRANADA AEROPUERTO;5530E;2017-12-06;16,0;-3,1;6,4;17;4,7;9,0;966,9;962,9
GRANADA;GRANADA AEROPUERTO;5530E;2017-12-07;16,1;-3,8;6,2;20;4,7;8,9;965,2;961,8
GRANADA;GRANADA AEROPUERTO;5530E;2017-12-08;16,4;-3,2;6,6;22;3,1;8,7;963,6;959,6
GRANADA;GRANADA AEROPUERTO;5530E;2017-12-09;15,3;0,8;8,0;99;8,3;3,7;960,8;958,4
GRANADA;GRANADA AEROPUERTO;5530E;2017-12-10;15,2;8,1;11,6;26;9,7;2,0;959,9;943,0
GRANADA;GRANADA AEROPUERTO;5530E;2017-12-11;15,4;5,0;10,2;23;18,9;0,4;943,0;931,7
GRANADA;GRANADA AEROPUERTO;5530E;2017-12-12;11,4;-0,8;5,3;02;12,8;8,4;958,1;942,4
GRANADA;GRANADA AEROPUERTO;5530E;2017-12-13;13,3;-3,1;5,1;14;4,2;9,0;962,6;958,0
MADRID;MADRID AEROPUERTO;3129;2017-01-02;6,6;-1,1;2,8;99;3,6;0,0;955,6;953,0
MADRID;MADRID AEROPUERTO;3129;2017-01-03;11,3;-0,3;5,5;20;5,8;4,2;958,5;954,8
MADRID;MADRID AEROPUERTO;3129;2017-01-04;11,8;-1,3;5,2;22;11,7;8,3;959,8;956,6
MADRID;MADRID AEROPUERTO;3129;2017-01-05;11,5;-0,9;5,3;26;6,1;4,2;958,1;955,8
MADRID;MADRID AEROPUERTO;3129;2017-01-06;12,2;-3,5;4,4;99;5,0;8,6;961,0;957,5
MADRID;MADRID AEROPUERTO;3129;2017-01-07;11,6;-4,7;3,4;22;6,1;8,5;962,3;959,4
MADRID;MADRID AEROPUERTO;3129;2017-01-08;14,1;-4,5;4,8;26;6,7;8,6;961,4;957,4
MADRID;MADRID AEROPUERTO;3129;2017-01-09;13,3;-3,5;4,9;21;6,7;8,5;959,3;955,2
MADRID;MADRID AEROPUERTO;3129;2017-01-10;12,1;0,4;6,2;36;8,9;3,1;955,4;948,8
MADRID;MADRID AEROPUERTO;3129;2017-01-11;16,7;4,2;10,4;36;14,4;7,3;958,5;950,1
MADRID;MADRID AEROPUERTO;3129;2017-01-12;14,0;0,0;7,0;28;12,2;7,5;958,3;952,1
MADRID;MADRID AEROPUERTO;3129;2017-01-13;10,4;0,4;5,4;01;11,7;6,9;956,9;951,3
MADRID;MADRID AEROPUERTO;3129;2017-01-14;8,5;-2,7;2,9;36;13,3;7,8;960,1;956,7
MADRID;MADRID AEROPUERTO;3129;2017-01-15;11,1;-1,0;5,0;35;15,0;6,3;960,3;958,0
MADRID;MADRID AEROPUERTO;3129;2017-01-16;12,6;0,4;6,5;01;16,9;8,1;958,3;952,6
MADRID;MADRID AEROPUERTO;3129;2017-01-17;10,3;-1,7;4,3;36;20,0;8,9;953,1;950,4
MADRID;MADRID AEROPUERTO;3129;2017-01-18;6,2;-4,0;1,1;36;10,8;7,6;952,9;949,5
MADRID;MADRID AEROPUERTO;3129;2017-01-19;7,7;-3,7;2,0;01;14,4;4,6;952,8;948,4
MADRID;MADRID AEROPUERTO;3129;2017-01-20;9,6;4,0;6,8;99;14,4;2,4;950,6;948,4
MADRID;MADRID AEROPUERTO;3129;2017-01-21;11,4;-0,4;5,5;02;10,8;8,1;951,3;948,8
MADRID;MADRID AEROPUERTO;3129;2017-01-22;10,0;-3,5;3,2;01;8,9;6,3;950,8;947,5
MADRID;MADRID AEROPUERTO;3129;2017-01-23;12,5;-1,5;5,5;36;9,7;8,7;953,5;949,8
MADRID;MADRID AEROPUERTO;3129;2017-01-24;13,5;-4,1;4,7;29;7,8;9,0;956,1;952,9
MADRID;MADRID AEROPUERTO;3129;2017-01-25;11,8;-5,0;3,4;21;8,9;8,9;955,0;949,0
MADRID;MADRID AEROPUERTO;3129;2017-01-26;8,2;-4,8;1,7;21;7,8;0,9;949,4;942,7
MADRID;MADRID AEROPUERTO;3129;2017-01-27;7,8;1,5;4,6;15;11,4;0,8;947,2;939,7
MADRID;MADRID AEROPUERTO;3129;2017-01-28;11,3;-1,1;5,1;25;13,9;6,9;956,7;947,2
MADRID;MADRID AEROPUERTO;3129;2017-01-29;9,2;1,4;5,3;23;8,3;0,0;958,0;955,5
MADRID;MADRID AEROPUERTO;3129;2017-02-02;12,8;6,8;9,8;23;18,1;1,8;950,3;942,9
MADRID;MADRID AEROPUERTO;3129;2017-02-03;12,9;6,6;9,8;23;18,6;1,2;949,8;946,3
MADRID;MADRID AEROPUERTO;3129;2017-02-04;14,5;9,7;12,1;23;20,6;0,8;948,8;944,8
MADRID;MADRID AEROPUERTO;3129;2017-02-05;11,4;4,8;8,1;27;22,2;7,1;957,6;942,3
MADRID;MADRID AEROPUERTO;3129;2017-02-06;15,7;4,8;10,2;27;20,6;8,8;958,3;955,2
MADRID;MADRID AEROPUERTO;3129;2017-02-07;13,3;5,5;9,4;28;15,0;3,0;957,5;953,3
MADRID;MADRID AEROPUERTO;3129;2017-02-08;9,5;0,9;5,2;36;15,0;9,1;959,9;955,9
MADRID;MADRID AEROPUERTO;3129;2017-02-09;10,7;-2,0;4,4;22;6,7;5,1;957,6;944,8
MADRID;MADRID AEROPUERTO;3129;2017-02-10;6,2;-1,6;2,3;31;4,7;0,0;945,9;942,9
MADRID;MADRID AEROPUERTO;3129;2017-02-11;6,9;4,2;5,6;35;6,1;0,0;945,2;937,8
MADRID;MADRID AEROPUERTO;3129;2017-02-12;11,8;5,5;8,6;16;16,1;0,0;937,8;932,6
MADRID;MADRID AEROPUERTO;3129;2017-02-13;12,7;4,8;8,8;22;22,2;4,4;949,4;932,3
MADRID;MADRID AEROPUERTO;3129;2017-02-14;11,6;0,8;6,2;23;6,7;1,9;959,3;949,4
MADRID;MADRID AEROPUERTO;3129;2017-02-15;15,5;0,9;8,2;15;4,4;8,6;963,1;959,3
MADRID;MADRID AEROPUERTO;3129;2017-02-16;11,9;2,6;7,2;19;5,8;1,1;963,8;960,7
MADRID;MADRID AEROPUERTO;3129;2017-02-17;15,6;-0,2;7,7;23;6,7;9,8;961,7;956,2
MADRID;MADRID AEROPUERTO;3129;2017-02-18;14,2;0,1;7,2;22;6,7;4,5;956,6;949,6
MADRID;MADRID AEROPUERTO;3129;2017-02-19;14,6;3,8;9,2;03;10,3;8,5;958,4;950,8
MADRID;MADRID AEROPUERTO;3129;2017-02-20;14,9;0,2;7,6;19;6,1;10,1;958,6;954,8
MADRID;MADRID AEROPUERTO;3129;2017-02-21;17,4;-0,2;8,6;99;4,7;10,0;957,4;952,5
MADRID;MADRID AEROPUERTO;3129;2017-02-22;19,7;1,3;10,5;99;5,8;7,4;955,1;949,4
MADRID;MADRID AEROPUERTO;3129;2017-02-23;14,6;6,4;10,5;21;8,3;0,0;950,6;945,4
MADRID;MADRID AEROPUERTO;3129;2017-02-24;17,2;5,9;11,6;01;8,9;4,8;951,7;945,1
MADRID;MADRID AEROPUERTO;3129;2017-02-25;17,6;-0,4;8,6;21;10,3;10,1;952,9;949,9
MADRID;MADRID AEROPUERTO;3129;2017-02-26;14,9;1,6;8,2;19;13,3;4,7;954,6;951,0
MADRID;MADRID AEROPUERTO;3129;2017-02-27;13,7;6,6;10,2;23;16,4;6,5;951,4;947,0
MADRID;MADRID AEROPUERTO;3129;2017-02-28;13,0;7,7;10,4;25;16,4;1,1;950,4;946,1
MADRID;MADRID AEROPUERTO;3129;2017-03-01;16,4;3,9;10,2;21;10,8;8,9;953,3;950,3
MADRID;MADRID AEROPUERTO;3129;2017-03-02;16,3;2,5;9,4;21;8,9;6,1;953,3;946,7
MADRID;MADRID AEROPUERTO;3129;2017-03-03;12,8;2,6;7,7;19;18,6;2,4;946,7;933,1
MADRID;MADRID AEROPUERTO;3129;2017-03-04;9,2;0,8;5,0;22;18,6;5,2;946,7;938,1
MADRID;MADRID AEROPUERTO;3129;2017-03-05;13,3;4,4;8,8;23;15,0;0,2;954,2;946,3
MADRID;MADRID AEROPUERTO;3129;2017-03-06;19,4;9,6;14,5;99;13,3;9,3;958,1;953,4
MADRID;MADRID AEROPUERTO;3129;2017-03-07;19,6;8,3;14,0;27;10,8;7,7;958,9;956,1
MADRID;MADRID AEROPUERTO;3129;2017-03-08;21,9;3,4;12,6;21;8,9;9,9;960,8;957,9
MADRID;MADRID AEROPUERTO;3129;2017-03-09;25,1;3,3;14,2;21;8,3;10,8;960,9;956,5
MADRID;MADRID AEROPUERTO;3129;2017-03-10;25,9;3,7;14,8;23;8,6;9,8;957,7;952,2
MADRID;MADRID AEROPUERTO;3129;2017-03-11;22,9;4,0;13,4;23;12,5;7,2;953,5;948,4
MADRID;MADRID AEROPUERTO;3129;2017-03-12;18,3;4,5;11,4;31;19,7;10,1;952,1;948,5
MADRID;MADRID AEROPUERTO;3129;2017-03-13;15,6;6,4;11,0;35;20,6;2,8;956,6;948,9
MADRID;MADRID AEROPUERTO;3129;2017-03-14;20,4;9,9;15,2;01;15,0;5,1;958,7;956,2
MADRID;MADRID AEROPUERTO;3129;2017-03-15;21,7;4,6;13,2;20;10,8;11,1;958,6;952,8
MADRID;MADRID AEROPUERTO;3129;2017-03-16;19,6;2,7;11,2;17;12,8;11,2;955,7;951,5
MADRID;MADRID AEROPUERTO;3129;2017-03-17;20,2;1,4;10,8;03;6,7;11,2;955,3;951,3
MADRID;MADRID AEROPUERTO;3129;2017-03-18;22,1;1,4;11,8;26;7,8;11,2;955,7;951,3
MADRID;MADRID AEROPUERTO;3129;2017-03-19;23,7;2,3;13,0;22;8,3;10,7;952,9;946,6
MADRID;MADRID AEROPUERTO;3129;2017-03-20;24,2;6,4;15,3;22;11,4;10,3;948,0;945,0
MADRID;MADRID AEROPUERTO;3129;2017-03-21;16,7;4,7;10,7;23;16,4;6,7;949,4;946,3
MADRID;MADRID AEROPUERTO;3129;2017-03-22;12,6;3,2;7,9;23;18,1;1,7;948,9;941,7
MADRID;MADRID AEROPUERTO;3129;2017-03-23;6,3;-0,7;2,8;19;13,9;4,0;945,3;942,0
MADRID;MADRID AEROPUERTO;3129;2017-03-24;10,1;0,7;5,4;23;12,8;2,4;947,8;944,2
MADRID;MADRID AEROPUERTO;3129;2017-03-25;10,2;-0,4;4,9;22;18,1;2,3;947,8;945,0
MADRID;MADRID AEROPUERTO;3129;2017-03-26;14,8;5,6;10,2;20;13,9;2,1;948,3;943,2
MADRID;MADRID AEROPUERTO;3129;2017-03-27;13,9;7,4;10,6;99;15,0;2,5;956,2;945,4
MADRID;MADRID AEROPUERTO;3129;2017-03-28;17,4;5,0;11,2;19;11,4;6,8;960,1;956,2
MADRID;MADRID AEROPUERTO;3129;2017-03-29;19,7;1,9;10,8;20;8,3;11,7;960,5;956,0
MADRID;MADRID AEROPUERTO;3129;2017-04-02;18,2;4,7;11,4;99;8,9;12,0;954,8;951,6
MADRID;MADRID AEROPUERTO;3129;2017-04-03;19,7;2,5;11,1;99;6,1;12,0;956,4;953,6
MADRID;MADRID AEROPUERTO;3129;2017-04-04;21,9;1,2;11,6;05;9,7;11,7;956,1;952,4
MADRID;MADRID AEROPUERTO;3129;2017-04-05;18,6;6,8;12,7;02;13,3;12,1;954,6;951,2
MADRID;MADRID AEROPUERTO;3129;2017-04-06;21,8;5,4;13,6;99;7,8;12,2;954,4;948,7
MADRID;MADRID AEROPUERTO;3129;2017-04-07;23,0;4,9;14,0;22;8,9;12,1;953,0;949,3
MADRID;MADRID AEROPUERTO;3129;2017-04-08;23,7;4,4;14,0;24;7,8;12,1;954,3;950,4
MADRID;MADRID AEROPUERTO;3129;2017-04-09;23,9;4,8;14,4;99;7,2;12,1;956,6;952,7
MADRID;MADRID AEROPUERTO;3129;2017-04-10;25,3;5,2;15,2;20;7,8;12,0;957,4;952,6
MADRID;MADRID AEROPUERTO;3129;2017-04-11;26,6;7,0;16,8;34;6,7;11,5;955,7;950,9
MADRID;MADRID AEROPUERTO;3129;2017-04-12;28,2;6,4;17,3;25;9,7;11,6;953,2;948,8
MADRID;MADRID AEROPUERTO;3129;2017-04-13;27,4;7,8;17,6;21;13,3;9,8;951,9;948,1
MADRID;MADRID AEROPUERTO;3129;2017-04-14;25,4;8,5;17,0;22;14,4;11,0;951,4;948,5
MADRID;MADRID AEROPUERTO;3129;2017-04-15;26,7;9,6;18,2;25;11,4;11,8;953,9;948,7
MADRID;MADRID AEROPUERTO;3129;2017-04-16;25,9;7,3;16,6;25;7,8;11,8;955,0;950,0
MADRID;MADRID AEROPUERTO;3129;2017-04-17;27,9;7,3;17,6;24;11,4;12,3;951,1;946,6
MADRID;MADRID AEROPUERTO;3129;2017-04-18;27,8;9,8;18,8;05;9,7;11,0;949,6;945,0
MADRID;MADRID AEROPUERTO;3129;2017-04-19;23,0;11,3;17,2;16;13,3;9,4;951,9;947,0
MADRID;MADRID AEROPUERTO;3129;2017-04-20;20,3;8,7;14,5;14;11,7;8,3;957,3;951,5
MADRID;MADRID AEROPUERTO;3129;2017-04-21;22,9;2,2;12,6;99;13,9;12,5;958,6;953,8
MADRID;MADRID AEROPUERTO;3129;2017-04-22;21,4;2,3;11,8;14;7,8;8,7;958,5;950,9
MADRID;MADRID AEROPUERTO;3129;2017-04-23;26,2;6,2;16,2;99;7,2;11,9;951,7;946,6
MADRID;MADRID AEROPUERTO;3129;2017-04-24;27,8;8,3;18,0;99;12,8;10,9;949,1;944,3
MADRID;MADRID AEROPUERTO;3129;2017-04-25;23,9;12,4;18,2;25;18,1;6,9;945,1;938,1
MADRID;MADRID AEROPUERTO;3129;2017-04-26;20,6;6,9;13,8;99;12,8;5,8;943,7;939,2
MADRID;MADRID AEROPUERTO;3129;2017-04-27;15,4;3,5;9,4;04;15,3;11,4;949,2;943,3
MADRID;MADRID AEROPUERTO;3129;2017-04-28;18,8;2,9;10,8;99;10,8;9,2;949,5;944,8
MADRID;MADRID AEROPUERTO;3129;2017-04-29;12,5;8,3;10,4;31;6,1;0,2;946,7;942,6
MADRID;MADRID AEROPUERTO;3129;2017-05-02;24,6;5,8;15,2;26;9,7;9,7;952,9;948,2
MADRID;MADRID AEROPUERTO;3129;2017-05-03;27,0;7,9;17,4;22;10,3;13,0;949,6;944,1
MADRID;MADRID AEROPUERTO;3129;2017-05-04;27,1;9,8;18,4;22;7,8;3,9;945,1;941,0
MADRID;MADRID AEROPUERTO;3129;2017-05-05;24,9;10,8;17,8;24;17,5;4,1;947,1;939,9
MADRID;MADRID AEROPUERTO;3129;2017-05-06;21,8;7,9;14,8;18;12,8;11,8;953,2;947,0
MADRID;MADRID AEROPUERTO;3129;2017-05-07;26,7;6,8;16,8;99;7,2;13,5;954,0;949,7
MADRID;MADRID AEROPUERTO;3129;2017-05-08;29,3;10,6;20,0;99;9,7;12,7;951,9;945,7
MADRID;MADRID AEROPUERTO;3129;2017-05-09;29,5;10,7;20,1;21;16,4;10,4;945,8;936,4
MADRID;MADRID AEROPUERTO;3129;2017-05-10;23,4;13,2;18,3;22;16,9;7,0;938,7;933,4
MADRID;MADRID AEROPUERTO;3129;2017-05-11;17,8;11,1;14,4;23;20,6;2,5;939,1;932,4
MADRID;MADRID AEROPUERTO;3129;2017-05-12;17,6;10,0;13,8;22;16,4;2,6;946,7;938,5
MADRID;MADRID AEROPUERTO;3129;2017-05-13;21,3;10,7;16,0;22;16,4;8,4;953,9;946,4
MADRID;MADRID AEROPUERTO;3129;2017-05-14;24,2;8,2;16,2;21;13,3;11,5;958,6;953,9
MADRID;MADRID AEROPUERTO;3129;2017-05-15;27,6;9,5;18,6;22;8,3;8,5;960,5;957,0
MADRID;MADRID AEROPUERTO;3129;2017-05-16;30,3;13,9;22,1;16;7,8;10,7;958,8;953,7
MADRID;MADRID AEROPUERTO;3129;2017-05-17;29,4;15,9;22,6;21;11,4;6,3;954,8;947,3
MADRID;MADRID AEROPUERTO;3129;2017-05-18;23,4;10,4;16,9;25;15,0;9,2;951,3;944,4
MADRID;MADRID AEROPUERTO;3129;2017-05-19;24,1;6,3;15,2;27;12,8;13,9;953,8;950,5
MADRID;MADRID AEROPUERTO;3129;2017-05-20;27,8;6,6;17,2;21;7,8;13,4;955,7;951,9
MADRID;MADRID AEROPUERTO;3129;2017-05-21;26,6;12,4;19,5;14;7,8;0,2;953,4;947,0
MADRID;MADRID AEROPUERTO;3129;2017-05-22;30,0;11,3;20,6;05;10,8;13,6;950,4;946,9
MADRID;MADRID AEROPUERTO;3129;2017-05-23;32,7;16,7;24,7;03;9,7;11,9;952,8;948,6
MADRID;MADRID AEROPUERTO;3129;2017-05-24;32,5;14,3;23,4;16;8,3;13,7;953,6;948,0
MADRID;MADRID AEROPUERTO;3129;2017-05-25;33,4;14,6;24,0;19;10,3;13,0;950,4;944,3
MADRID;MADRID AEROPUERTO;3129;2017-05-26;34,2;15,3;24,8;21;15,3;14,0;947,4;942,9
MADRID;MADRID AEROPUERTO;3129;2017-05-27;33,5;17,7;25,6;13;13,3;11,0;949,3;945,4
MADRID;MADRID AEROPUERTO;3129;2017-05-28;29,0;18,2;23,6;22;13,9;5,5;950,9;946,3
MADRID;MADRID AEROPUERTO;3129;2017-05-29;27,1;17,4;22,2;21;16,4;7,1;948,7;946,0
MADRID;MADRID AEROPUERTO;3129;2017-06-02;33,5;18,2;25,8;99;13,3;9,7;950,8;945,5
MADRID;MADRID AEROPUERTO;3129;2017-06-03;29,6;16,4;23,0;26;10,3;9,7;949,3;946,3
MADRID;MADRID AEROPUERTO;3129;2017-06-04;27,8;14,4;21,1;31;16,1;6,8;950,6;944,9
MADRID;MADRID AEROPUERTO;3129;2017-06-05;27,6;10,6;19,1;22;11,4;13,8;951,7;946,1
MADRID;MADRID AEROPUERTO;3129;2017-06-06;29,3;14,9;22,1;30;10,8;14,1;950,6;947,0
MADRID;MADRID AEROPUERTO;3129;2017-06-07;32,4;12,9;22,6;19;8,6;13,4;953,6;948,7
MADRID;MADRID AEROPUERTO;3129;2017-06-08;33,7;16,2;25,0;18;12,5;10,9;950,5;944,6
MADRID;MADRID AEROPUERTO;3129;2017-06-09;33,3;18,8;26,0;28;15,3;10,6;948,9;945,7
MADRID;MADRID AEROPUERTO;3129;2017-06-10;35,2;17,1;26,2;26;10,3;13,7;951,1;947,8
MADRID;MADRID AEROPUERTO;3129;2017-06-11;37,4;18,9;28,2;99;7,2;12,7;951,2;946,8
MADRID;MADRID AEROPUERTO;3129;2017-06-12;37,1;20,2;28,6;13;9,7;13,8;950,5;945,1
MADRID;MADRID AEROPUERTO;3129;2017-06-13;36,7;20,3;28,5;16;10,3;13,9;947,8;944,0
MADRID;MADRID AEROPUERTO;3129;2017-06-14;38,1;19,6;28,8;21;14,4;13,5;948,4;945,4
MADRID;MADRID AEROPUERTO;3129;2017-06-15;39,8;20,5;30,2;14;21,1;11,4;955,5;946,7
MADRID;MADRID AEROPUERTO;3129;2017-06-16;38,6;19,6;29,1;99;8,3;11,7;954,8;950,1
MADRID;MADRID AEROPUERTO;3129;2017-06-17;40,1;23,3;31,7;35;10,8;12,3;952,3;945,9
MADRID;MADRID AEROPUERTO;3129;2017-06-18;39,0;20,2;29,6;99;16,1;13,9;948,7;944,4
